"CO2","p","T","H2O","Points:0","Points:1","Points:2"
1,1.0031e+07,350.23,0,0,-0.029985,0.035065
1,1.0031e+07,350.23,0,0,-0.029985,0.035495
1,1.0031e+07,350.23,0,0,-0.029985,0.035927
1,1.0031e+07,350.23,0,0,-0.029985,0.036362
1,1.0031e+07,350.23,0,0,-0.029985,0.0368
1,1.0031e+07,350.23,0,0,-0.029985,0.03724
1,1.0031e+07,350.23,0,0,-0.029985,0.037683
1,1.0031e+07,350.23,0,0,-0.029985,0.038129
1,1.0031e+07,350.23,0,0,-0.029985,0.038577
1,1.0032e+07,350.23,0,0,-0.029985,0.039028
1,1.0032e+07,350.23,0,0,-0.029985,0.039482
1,1.0032e+07,350.23,0,0,-0.029985,0.039939
1,1.0032e+07,350.23,0,0,-0.029985,0.040398
1,1.0032e+07,350.23,0,0,-0.029985,0.04086
1,1.0032e+07,350.23,0,0,-0.029985,0.041325
1,1.0032e+07,350.23,0,0,-0.029985,0.041793
1,1.0032e+07,350.23,0,0,-0.029985,0.042264
1,1.0032e+07,350.23,0,0,-0.029985,0.042737
1,1.0032e+07,350.23,0,0,-0.029985,0.043213
1,1.0031e+07,350.23,0,0,-0.029985,0.043693
1,1.0031e+07,350.23,0,0,-0.029985,0.044175
1,1.003e+07,350.22,0,0,-0.029985,0.04466
1,1.003e+07,350.22,0,0,-0.029985,0.045148
1,1.0029e+07,350.21,0,0,-0.029985,0.045639
1,1.0028e+07,350.21,0,0,-0.029985,0.046133
1,1.0027e+07,350.2,0,0,-0.029985,0.04663
1,1.0026e+07,350.19,0,0,-0.029985,0.04713
1,1.0025e+07,350.18,0,0,-0.029985,0.047633
1,1.0024e+07,350.17,0,0,-0.029985,0.048139
1,1.0023e+07,350.16,0,0,-0.029985,0.048648
1,1.0022e+07,350.16,0,0,-0.029985,0.04916
1,1.002e+07,350.15,0,0,-0.029985,0.049675
1,1.0019e+07,350.14,0,0,-0.029985,0.050194
1,1.0018e+07,350.13,0,0,-0.029985,0.050716
1,1.0016e+07,350.12,0,0,-0.029985,0.05124
1,1.0015e+07,350.11,0,0,-0.029985,0.051768
1,1.0013e+07,350.1,0,0,-0.029985,0.0523
1,1.0012e+07,350.09,0,0,-0.029985,0.052834
1,1.0011e+07,350.07,0,0,-0.029985,0.053372
1,1.0009e+07,350.06,0,0,-0.029985,0.053912
1,1.0008e+07,350.05,0,0,-0.029985,0.054457
1,1.0007e+07,350.04,0,0,-0.029985,0.055004
1,1.0005e+07,350.03,0,0,-0.029985,0.055555
1,1.0004e+07,350.02,0,0,-0.029985,0.056109
1,1.0002e+07,350.01,0,0,-0.029985,0.056667
1,1.0001e+07,350,0,0,-0.029985,0.057228
1,9.9996e+06,349.99,0,0,-0.029985,0.057792
1,9.9983e+06,349.98,0,0,-0.029985,0.05836
1,9.9969e+06,349.97,0,0,-0.029985,0.058931
1,9.9955e+06,349.96,0,0,-0.029985,0.059506
1,9.9942e+06,349.95,0,0,-0.029985,0.060084
1,9.993e+06,349.94,0,0,-0.029985,0.060665
1,9.9918e+06,349.94,0,0,-0.029985,0.061251
1,9.9907e+06,349.93,0,0,-0.029985,0.061839
1,9.9898e+06,349.92,0,0,-0.029985,0.062432
1,9.9889e+06,349.91,0,0,-0.029985,0.063028
1,9.9882e+06,349.91,0,0,-0.029985,0.063627
1,9.9877e+06,349.9,0,0,-0.029985,0.06423
1,9.9872e+06,349.9,0,0,-0.029985,0.064837
1,9.987e+06,349.9,0,0,-0.029985,0.065448
1,9.9868e+06,349.9,0,0,-0.029985,0.066062
1,9.9868e+06,349.9,0,0,-0.029985,0.06668
1,9.9868e+06,349.9,0,0,-0.029985,0.067302
1,9.9869e+06,349.9,0,0,-0.029985,0.067927
1,9.9871e+06,349.9,0,0,-0.029985,0.068556
1,9.9872e+06,349.9,0,0,-0.029985,0.06919
1,9.9874e+06,349.9,0,0,-0.029985,0.069827
1,9.9875e+06,349.9,0,0,-0.029985,0.070467
1,9.9876e+06,349.9,0,0,-0.029985,0.071112
1,9.9876e+06,349.9,0,0,-0.029985,0.071761
1,9.9876e+06,349.9,0,0,-0.029985,0.072413
1,9.9876e+06,349.9,0,0,-0.029985,0.07307
1,9.9876e+06,349.9,0,0,-0.029985,0.07373
1,9.9876e+06,349.9,0,0,-0.029985,0.074395
1,9.9875e+06,349.9,0,0,-0.029985,0.075063
1,9.9875e+06,349.9,0,0,-0.029985,0.075736
1,9.9875e+06,349.9,0,0,-0.029985,0.076413
1,9.9875e+06,349.9,0,0,-0.029985,0.077094
1,9.9876e+06,349.9,0,0,-0.029985,0.077779
1,9.9876e+06,349.89,0,0,-0.029985,0.078468
1,9.9876e+06,349.89,0,0,-0.029985,0.079161
1,9.9876e+06,349.89,0,0,-0.029985,0.079858
1,9.9876e+06,349.89,0,0,-0.029985,0.08056
1,9.9876e+06,349.89,0,0,-0.029985,0.081266
1,9.9876e+06,349.89,0,0,-0.029985,0.081977
1,9.9875e+06,349.89,0,0,-0.029985,0.082691
1,9.9875e+06,349.89,0,0,-0.029985,0.08341
1,9.9875e+06,349.89,0,0,-0.029985,0.084133
1,9.9875e+06,349.88,0,0,-0.029985,0.084861
1,9.9875e+06,349.88,0,0,-0.029985,0.085593
1,9.9875e+06,349.88,0,0,-0.029985,0.08633
1,9.9875e+06,349.88,0,0,-0.029985,0.087071
1,9.9876e+06,349.88,0,0,-0.029985,0.087816
1,9.9876e+06,349.88,0,0,-0.029985,0.088566
1,9.9876e+06,349.89,0,0,-0.029985,0.089321
1,9.9876e+06,349.89,0,0,-0.029985,0.09008
1,9.9876e+06,349.89,0,0,-0.029985,0.090844
1,9.9876e+06,349.9,0,0,-0.029985,0.091612
1,9.9876e+06,349.9,0,0,-0.029985,0.092386
1,9.9876e+06,349.9,0,0,-0.029985,0.093163
1,9.9877e+06,349.91,0,0,-0.029985,0.093946
1,9.9877e+06,349.91,0,0,-0.029985,0.094733
1,9.9877e+06,349.91,0,0,-0.029985,0.095525
1,9.9877e+06,349.91,0,0,-0.029985,0.096322
1,9.9877e+06,349.91,0,0,-0.029985,0.097124
1,9.9877e+06,349.91,0,0,-0.029985,0.09793
1,9.9877e+06,349.91,0,0,-0.029985,0.098742
1,9.9877e+06,349.91,0,0,-0.029985,0.099558
1,9.9877e+06,349.91,0,0,-0.029985,0.10038
1,9.9878e+06,349.91,0,0,-0.029985,0.10121
1,9.9878e+06,349.91,0,0,-0.029985,0.10204
1,9.9878e+06,349.92,0,0,-0.029985,0.10287
1,9.9878e+06,349.92,0,0,-0.029985,0.10372
1,9.9878e+06,349.93,0,0,-0.029985,0.10456
1,9.9878e+06,349.93,0,0,-0.029985,0.10541
1,9.9878e+06,349.93,0,0,-0.029985,0.10627
1,9.9878e+06,349.92,0,0,-0.029985,0.10713
1,9.9878e+06,349.91,0,0,-0.029985,0.108
1,9.983e+06,349.86,0,0,0.0054219,0.108
1,9.9835e+06,349.86,0,0,0.005,0.108
1,9.9824e+06,349.85,0,0,0.0058439,0.108
1,9.9818e+06,349.85,0,0,0.0062658,0.108
1,9.981e+06,349.84,0,0,0.0066878,0.108
1,9.9802e+06,349.83,0,0,0.0071097,0.108
1,9.9794e+06,349.82,0,0,0.0075317,0.108
1,9.9785e+06,349.82,0,0,0.0079536,0.108
1,9.9776e+06,349.81,0,0,0.0083756,0.108
1,9.9767e+06,349.8,0,0,0.0087975,0.108
1,9.9759e+06,349.8,0,0,0.0092195,0.108
1,9.975e+06,349.79,0,0,0.0096414,0.108
1,9.9742e+06,349.79,0,0,0.010063,0.108
1,9.9733e+06,349.78,0,0,0.010485,0.108
1,9.9726e+06,349.78,0,0,0.010907,0.108
1,9.9718e+06,349.78,0,0,0.011329,0.108
1,9.9711e+06,349.77,0,0,0.011751,0.108
1,9.9705e+06,349.77,0,0,0.012173,0.108
1,9.9699e+06,349.77,0,0,0.012595,0.108
1,9.9694e+06,349.77,0,0,0.013017,0.108
1,9.9689e+06,349.77,0,0,0.013439,0.108
1,9.9684e+06,349.77,0,0,0.013861,0.108
1,9.9681e+06,349.77,0,0,0.014283,0.108
1,9.9677e+06,349.77,0,0,0.014705,0.108
1,9.9674e+06,349.77,0,0,0.015127,0.108
1,9.9672e+06,349.77,0,0,0.015549,0.108
1,9.9734e+06,349.82,0,0,-0.005,0.108
1,9.9738e+06,349.83,0,0,-0.0054219,0.108
1,9.9742e+06,349.83,0,0,-0.0058439,0.108
1,9.9748e+06,349.84,0,0,-0.0062658,0.108
1,9.9754e+06,349.84,0,0,-0.0066878,0.108
1,9.9761e+06,349.85,0,0,-0.0071097,0.108
1,9.9769e+06,349.86,0,0,-0.0075317,0.108
1,9.9777e+06,349.86,0,0,-0.0079536,0.108
1,9.9785e+06,349.87,0,0,-0.0083756,0.108
1,9.9794e+06,349.88,0,0,-0.0087975,0.108
1,9.9802e+06,349.88,0,0,-0.0092195,0.108
1,9.9811e+06,349.89,0,0,-0.0096414,0.108
1,9.9819e+06,349.89,0,0,-0.010063,0.108
1,9.9828e+06,349.9,0,0,-0.010485,0.108
1,9.9836e+06,349.9,0,0,-0.010907,0.108
1,9.9843e+06,349.91,0,0,-0.011329,0.108
1,9.9851e+06,349.91,0,0,-0.011751,0.108
1,9.9858e+06,349.91,0,0,-0.012173,0.108
1,9.9864e+06,349.91,0,0,-0.012595,0.108
1,9.987e+06,349.92,0,0,-0.013017,0.108
1,9.9875e+06,349.92,0,0,-0.013439,0.108
1,9.988e+06,349.92,0,0,-0.013861,0.108
1,9.9885e+06,349.92,0,0,-0.014283,0.108
1,9.9889e+06,349.92,0,0,-0.014705,0.108
1,9.9892e+06,349.92,0,0,-0.015127,0.108
1,9.9895e+06,349.92,0,0,-0.015549,0.108
1,9.9838e+06,349.87,0,0,0.0046,0.108
1,9.984e+06,349.87,0,0,0.0042,0.108
1,9.9841e+06,349.87,0,0,0.0038,0.108
1,9.984e+06,349.87,0,0,0.0034,0.108
1,9.9839e+06,349.87,0,0,0.003,0.108
1,9.9836e+06,349.87,0,0,0.0026,0.108
1,9.9831e+06,349.87,0,0,0.0022,0.108
1,9.9826e+06,349.87,0,0,0.0018,0.108
1,9.9819e+06,349.86,0,0,0.0014,0.108
1,9.9812e+06,349.86,0,0,0.001,0.108
1,9.9803e+06,349.85,0,0,0.0006,0.108
1,9.9795e+06,349.85,0,0,0.0002,0.108
1,9.9786e+06,349.85,0,0,-0.0002,0.108
1,9.9777e+06,349.84,0,0,-0.0006,0.108
1,9.9769e+06,349.84,0,0,-0.001,0.108
1,9.9761e+06,349.83,0,0,-0.0014,0.108
1,9.9753e+06,349.83,0,0,-0.0018,0.108
1,9.9747e+06,349.82,0,0,-0.0022,0.108
1,9.9741e+06,349.82,0,0,-0.0026,0.108
1,9.9737e+06,349.82,0,0,-0.003,0.108
1,9.9734e+06,349.82,0,0,-0.0034,0.108
1,9.9732e+06,349.82,0,0,-0.0038,0.108
1,9.9732e+06,349.82,0,0,-0.0042,0.108
1,9.9732e+06,349.82,0,0,-0.0046,0.108
1,9.967e+06,349.77,0,0,0.016126,0.108
1,9.9668e+06,349.77,0,0,0.016704,0.108
1,9.9667e+06,349.77,0,0,0.017281,0.108
1,9.9666e+06,349.77,0,0,0.017859,0.108
1,9.9666e+06,349.77,0,0,0.018436,0.108
1,9.9667e+06,349.77,0,0,0.019013,0.108
1,9.9668e+06,349.77,0,0,0.019591,0.108
1,9.9669e+06,349.77,0,0,0.020168,0.108
1,9.9671e+06,349.77,0,0,0.020746,0.108
1,9.9672e+06,349.77,0,0,0.021323,0.108
1,9.9674e+06,349.77,0,0,0.021901,0.108
1,9.9676e+06,349.77,0,0,0.022478,0.108
1,9.9678e+06,349.77,0,0,0.023056,0.108
1,9.968e+06,349.78,0,0,0.023633,0.108
1,9.9682e+06,349.78,0,0,0.024211,0.108
1,9.9684e+06,349.79,0,0,0.024788,0.108
1,9.9685e+06,349.79,0,0,0.025366,0.108
1,9.9687e+06,349.8,0,0,0.025943,0.108
1,9.9688e+06,349.8,0,0,0.02652,0.108
1,9.9689e+06,349.8,0,0,0.027098,0.108
1,9.969e+06,349.8,0,0,0.027675,0.108
1,9.9691e+06,349.8,0,0,0.028253,0.108
1,9.9692e+06,349.79,0,0,0.02883,0.108
1,9.9692e+06,349.78,0,0,0.029408,0.108
1,9.9898e+06,349.92,0,0,-0.016126,0.108
1,9.99e+06,349.92,0,0,-0.016704,0.108
1,9.9902e+06,349.91,0,0,-0.017281,0.108
1,9.9903e+06,349.91,0,0,-0.017859,0.108
1,9.9903e+06,349.91,0,0,-0.018436,0.108
1,9.9902e+06,349.91,0,0,-0.019013,0.108
1,9.9902e+06,349.92,0,0,-0.019591,0.108
1,9.9901e+06,349.92,0,0,-0.020168,0.108
1,9.9899e+06,349.92,0,0,-0.020746,0.108
1,9.9898e+06,349.92,0,0,-0.021323,0.108
1,9.9896e+06,349.92,0,0,-0.021901,0.108
1,9.9894e+06,349.92,0,0,-0.022478,0.108
1,9.9892e+06,349.91,0,0,-0.023056,0.108
1,9.989e+06,349.91,0,0,-0.023633,0.108
1,9.9888e+06,349.91,0,0,-0.024211,0.108
1,9.9887e+06,349.9,0,0,-0.024788,0.108
1,9.9885e+06,349.9,0,0,-0.025366,0.108
1,9.9883e+06,349.89,0,0,-0.025943,0.108
1,9.9882e+06,349.89,0,0,-0.02652,0.108
1,9.9881e+06,349.89,0,0,-0.027098,0.108
1,9.988e+06,349.89,0,0,-0.027675,0.108
1,9.9879e+06,349.89,0,0,-0.028253,0.108
1,9.9878e+06,349.89,0,0,-0.02883,0.108
1,9.9878e+06,349.9,0,0,-0.029408,0.108
1,1.0026e+07,350.18,4.468e-25,0,0.005,0
1,1.0026e+07,350.18,1.1494e-26,0,0.0054219,0
1,1.0025e+07,350.17,2.0809e-28,0,0.0058439,0
1,1.0025e+07,350.17,3.4917e-30,0,0.0062658,0
1,1.0024e+07,350.16,5.1954e-32,0,0.0066878,0
1,1.0023e+07,350.15,9.1558e-34,0,0.0071097,0
1,1.0022e+07,350.14,1.349e-35,0,0.0075317,0
1,1.0021e+07,350.14,2.2332e-37,0,0.0079536,0
1,1.002e+07,350.13,3.038e-39,0,0.0083756,0
1,1.002e+07,350.12,3.4192e-41,0,0.0087975,0
1,1.0019e+07,350.12,3.7975e-43,0,0.0092195,0
1,1.0018e+07,350.11,4.2039e-45,0,0.0096414,0
1,1.0017e+07,350.11,0,0,0.010063,0
1,1.0016e+07,350.1,0,0,0.010485,0
1,1.0016e+07,350.1,0,0,0.010907,0
1,1.0015e+07,350.1,0,0,0.011329,0
1,1.0014e+07,350.09,0,0,0.011751,0
1,1.0013e+07,350.09,0,0,0.012173,0
1,1.0013e+07,350.09,0,0,0.012595,0
1,1.0012e+07,350.09,0,0,0.013017,0
1,1.0012e+07,350.09,0,0,0.013439,0
1,1.0011e+07,350.09,0,0,0.013861,0
1,1.0011e+07,350.09,0,0,0.014283,0
1,1.0011e+07,350.09,0,0,0.014705,0
1,1.001e+07,350.09,0,0,0.015127,0
1,1.001e+07,350.09,0,0,0.015549,0
1,1.0016e+07,350.15,1.0137e-26,0,-0.0054219,0
1,1.0016e+07,350.14,4.5536e-25,0,-0.005,0
1,1.0017e+07,350.15,2.0693e-28,0,-0.0058439,0
1,1.0017e+07,350.16,5.4229e-30,0,-0.0062658,0
1,1.0018e+07,350.16,8.0862e-32,0,-0.0066878,0
1,1.0019e+07,350.17,1.9144e-33,0,-0.0071097,0
1,1.002e+07,350.18,3.0231e-35,0,-0.0075317,0
1,1.0021e+07,350.18,6.6554e-37,0,-0.0079536,0
1,1.0021e+07,350.19,1.1599e-38,0,-0.0083756,0
1,1.0022e+07,350.2,1.9016e-40,0,-0.0087975,0
1,1.0023e+07,350.2,3.1585e-42,0,-0.0092195,0
1,1.0024e+07,350.21,4.9045e-44,0,-0.0096414,0
1,1.0025e+07,350.21,0,0,-0.010063,0
1,1.0026e+07,350.22,0,0,-0.010485,0
1,1.0027e+07,350.22,0,0,-0.010907,0
1,1.0027e+07,350.23,0,0,-0.011329,0
1,1.0028e+07,350.23,0,0,-0.011751,0
1,1.0029e+07,350.23,0,0,-0.012173,0
1,1.0029e+07,350.24,0,0,-0.012595,0
1,1.003e+07,350.24,0,0,-0.013017,0
1,1.0031e+07,350.24,0,0,-0.013439,0
1,1.0031e+07,350.24,0,0,-0.013861,0
1,1.0032e+07,350.24,0,0,-0.014283,0
1,1.0032e+07,350.24,0,0,-0.014705,0
1,1.0032e+07,350.24,0,0,-0.015127,0
1,1.0033e+07,350.24,0,0,-0.015549,0
1,1.0026e+07,350.18,1.5094e-23,0,0.0046,0
1,1.0026e+07,350.18,5.9291e-22,0,0.0042,0
1,1.0026e+07,350.18,2.0565e-20,0,0.0038,0
1,1.0026e+07,350.19,6.558e-19,0,0.0034,0
1,1.0026e+07,350.19,4.5001e-17,0,0.003,0
1,1.0026e+07,350.18,5.2657e-15,0,0.0026,0
1,1.0025e+07,350.18,6.4266e-13,0,0.0022,0
1,1.0024e+07,350.17,7.1565e-11,0,0.0018,0
1,1.0023e+07,350.16,2.68e-09,0,0.0014,0
1,1.0023e+07,350.14,1.068e-07,0,0.001,0
1,1.0026e+07,349.82,1.2309e-06,0,0.0006,0
0.99999,1.0008e+07,349.14,5.8583e-06,0,0.0002,0
0.99999,1.0006e+07,349.13,5.779e-06,0,-0.0002,0
1,1.002e+07,349.78,1.2681e-06,0,-0.0006,0
1,1.0018e+07,350.11,2.2674e-07,0,-0.001,0
1,1.002e+07,350.15,6.113e-09,0,-0.0014,0
1,1.0018e+07,350.15,7.1683e-11,0,-0.0018,0
1,1.0017e+07,350.14,4.0577e-13,0,-0.0022,0
1,1.0016e+07,350.14,2.4722e-15,0,-0.0026,0
1,1.0016e+07,350.14,2.5748e-17,0,-0.003,0
1,1.0016e+07,350.14,4.9728e-19,0,-0.0034,0
1,1.0016e+07,350.14,1.3234e-20,0,-0.0038,0
1,1.0016e+07,350.14,5.2029e-22,0,-0.0042,0
1,1.0016e+07,350.14,1.8742e-23,0,-0.0046,0
1,1.001e+07,350.09,0,0,0.016126,0
1,1.001e+07,350.09,0,0,0.016704,0
1,1.001e+07,350.09,0,0,0.017281,0
1,1.001e+07,350.09,0,0,0.017859,0
1,1.001e+07,350.09,0,0,0.018436,0
1,1.001e+07,350.09,0,0,0.019013,0
1,1.001e+07,350.09,0,0,0.019591,0
1,1.001e+07,350.09,0,0,0.020168,0
1,1.001e+07,350.09,0,0,0.020746,0
1,1.001e+07,350.09,0,0,0.021323,0
1,1.0011e+07,350.09,0,0,0.021901,0
1,1.0011e+07,350.09,0,0,0.022478,0
1,1.0011e+07,350.09,0,0,0.023056,0
1,1.0011e+07,350.1,0,0,0.023633,0
1,1.0011e+07,350.1,0,0,0.024211,0
1,1.0011e+07,350.11,0,0,0.024788,0
1,1.0012e+07,350.11,0,0,0.025366,0
1,1.0012e+07,350.12,0,0,0.025943,0
1,1.0012e+07,350.12,0,0,0.02652,0
1,1.0012e+07,350.12,0,0,0.027098,0
1,1.0012e+07,350.12,0,0,0.027675,0
1,1.0012e+07,350.12,0,0,0.028253,0
1,1.0012e+07,350.12,0,0,0.02883,0
1,1.0012e+07,350.11,0,0,0.029408,0
1,1.0033e+07,350.24,0,0,-0.016126,0
1,1.0033e+07,350.24,0,0,-0.016704,0
1,1.0033e+07,350.24,0,0,-0.017281,0
1,1.0033e+07,350.24,0,0,-0.017859,0
1,1.0033e+07,350.24,0,0,-0.018436,0
1,1.0033e+07,350.24,0,0,-0.019013,0
1,1.0033e+07,350.24,0,0,-0.019591,0
1,1.0033e+07,350.24,0,0,-0.020168,0
1,1.0033e+07,350.24,0,0,-0.020746,0
1,1.0033e+07,350.24,0,0,-0.021323,0
1,1.0033e+07,350.24,0,0,-0.021901,0
1,1.0033e+07,350.24,0,0,-0.022478,0
1,1.0032e+07,350.24,0,0,-0.023056,0
1,1.0032e+07,350.23,0,0,-0.023633,0
1,1.0032e+07,350.23,0,0,-0.024211,0
1,1.0032e+07,350.22,0,0,-0.024788,0
1,1.0032e+07,350.22,0,0,-0.025366,0
1,1.0031e+07,350.21,0,0,-0.025943,0
1,1.0031e+07,350.21,0,0,-0.02652,0
1,1.0031e+07,350.21,0,0,-0.027098,0
1,1.0031e+07,350.21,0,0,-0.027675,0
1,1.0031e+07,350.21,0,0,-0.028253,0
1,1.0031e+07,350.22,0,0,-0.02883,0
1,1.0031e+07,350.22,0,0,-0.029408,0
